fragment,text,statements,llm_used
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:inference_rule rdfs:subClassOf :provenance_element .

",inference rule is a type of provenance element.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:justification_element rdfs:subClassOf :provenance_element .

",justification element is a type of provenance element.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:metadata rdfs:subClassOf :representation .

",metadata is a type of representation.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:method_rule rdfs:subClassOf :inference_rule .

",method rule is a type of inference rule.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:pipeline rdfs:subClassOf :process .

",pipeline is a type of process.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:predecessor rdfs:subClassOf :provenance_element .

",predecessor is a type of provenance element.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:primitive_rule rdfs:subClassOf :inference_rule .

",primitive rule is a type of inference rule.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:process rdfs:subClassOf :process .

",process is a type of process.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:provenance rdfs:subClassOf :history .

",provenance is a type of history.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:provenance_element rdfs:subClassOf :experiment_activity .

",provenance element is a type of experiment activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:reconstruction rdfs:subClassOf :experiment_activity .

",reconstruction is a type of experiment activity.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:record rdfs:subClassOf :research .

",record is a type of research.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:sequence rdfs:subClassOf :history .

",sequence is a type of history.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:successor rdfs:subClassOf :provenance_element .

",successor is a type of provenance element.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:variable_mapping rdfs:subClassOf :provenance_element .

",variable mapping is a type of provenance element.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:workflow rdfs:subClassOf :experiment_activity .

",workflow is a type of experiment activity.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:base_unit rdfs:subClassOf :unit ;
    owl:disjointWith :complex_unit .

","base unit is a type of unit.
base unit disjoint with complex unit.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:complex_unit rdfs:subClassOf :unit .

",complex unit is a type of unit.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:logarithmic_unit rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :logarithmic_scale ;
            owl:onProperty :has_scale ],
        :unit .

","logarithmic unit is a type of unit.
logarithmic unit is a type of something that only has scale logarithmic scale.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:prefix rdfs:subClassOf :measurement .

",prefix is a type of measurement.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:unit rdfs:subClassOf :measurement .

",unit is a type of measurement.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:unit_defined_by_product rdfs:subClassOf :complex_unit,
        :multiplication,
        :product .

","unit defined by product is a type of multiplication.
unit defined by product is a type of product.
unit defined by product is a type of complex unit.",3,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:unit_derived_by_raising_to_power rdfs:subClassOf :complex_unit .

",unit derived by raising to power is a type of complex unit.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:unit_derived_by_scaling rdfs:subClassOf :complex_unit .

",unit derived by scaling is a type of complex unit.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:unit_derived_by_shifting rdfs:subClassOf :complex_unit .

",unit derived by shifting is a type of complex unit.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:space rdfs:subClassOf [ a owl:Restriction ;
            owl:hasValue :meter ;
            owl:onProperty :has_default_unit ],
        :dimension .

","space is a type of dimension.
space is a type of something that must has default unit meter.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:angular_coordinate rdfs:subClassOf :component,
        :coordinate .

","angular coordinate is a type of component.
angular coordinate is a type of coordinate.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:equator rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :pole ;
            owl:onProperty :perpendicular_to ],
        :bearing,
        :direction,
        :inclination .

","equator is a type of bearing.
equator is a type of direction.
equator is a type of inclination.
equator is a type of something that only perpendicular to pole.",4,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:horizontal_coordinate rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :vertical_coordinate ;
            owl:onProperty :orthogonal_to ],
        :component,
        :coordinate .

","horizontal coordinate is a type of component.
horizontal coordinate is a type of coordinate.
horizontal coordinate is a type of something that only orthogonal to vertical coordinate.",3,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:magnetic_pole rdfs:subClassOf :pole .

",magnetic pole is a type of pole.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:meridian rdfs:subClassOf :horizontal_coordinate .

",meridian is a type of horizontal coordinate.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:pole rdfs:subClassOf :bearing,
        :direction,
        :inclination .

","pole is a type of bearing.
pole is a type of direction.
pole is a type of inclination.",3,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:prime_meridian rdfs:subClassOf :meridian .

",prime meridian is a type of meridian.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:vertical rdfs:subClassOf [ a owl:Restriction ;
            owl:hasValue :up ;
            owl:onProperty :has_direction ],
        :component,
        :coordinate ;
    owl:equivalentClass :vertical_coordinate .

","vertical is same as vertical coordinate.
vertical is a type of component.
vertical is a type of coordinate.
vertical is a type of something that must has direction up.",4,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:vertical_coordinate rdfs:subClassOf :component,
        :coordinate .

","vertical coordinate is a type of component.
vertical coordinate is a type of coordinate.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:arc rdfs:subClassOf :geometrical_object_1d .

",arc is a type of geometrical object 1d.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:bounding_box rdfs:subClassOf :rectangle .

",bounding box is a type of rectangle.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:circle rdfs:subClassOf :conic,
        :conic_section .

","circle is a type of conic.
circle is a type of conic section.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:circular rdfs:subClassOf :geometrical_object_2d .

",circular is a type of geometrical object 2d.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:cluster rdfs:subClassOf :collection ;
    owl:equivalentClass :family,
        :swarm .

","cluster is same as family.
cluster is same as swarm.
cluster is a type of collection.",3,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:conic rdfs:subClassOf :geometrical_object_2d ;
    owl:equivalentClass :conic_section .

","conic is same as conic section.
conic is a type of geometrical object 2d.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:conic_section rdfs:subClassOf :geometrical_object_2d .

",conic section is a type of geometrical object 2d.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:contour rdfs:subClassOf :surface .

",contour is a type of surface.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:crescent rdfs:subClassOf :geometrical_object_2d .

",crescent is a type of geometrical object 2d.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:curve rdfs:subClassOf :geometrical_object_1d .

",curve is a type of geometrical object 1d.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:depression rdfs:subClassOf :geometrical_object .

",depression is a type of geometrical object.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ellipse rdfs:subClassOf :conic,
        :conic_section .

","ellipse is a type of conic.
ellipse is a type of conic section.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:family rdfs:subClassOf :collection .

",family is a type of collection.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:geometrical_object rdfs:subClassOf :numerical_entity .

",geometrical object is a type of numerical entity.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd: <http://www.w3.org/2001/XMLSchema#> .

:geometrical_object_0d rdfs:subClassOf [ a owl:Restriction ;
            owl:hasValue 0 ;
            owl:onProperty :has_dimension ],
        :geometrical_object ;
    owl:equivalentClass :point .

","geometrical object 0d is same as point.
geometrical object 0d is a type of geometrical object.
geometrical object 0d is a type of something that must has dimension 0.",3,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:geometrical_object_1d rdfs:subClassOf :d,
        :geometrical_object .

","geometrical object 1d is a type of d.
geometrical object 1d is a type of geometrical object.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:geometrical_object_2d rdfs:subClassOf :d,
        :geometrical_object .

","geometrical object 2d is a type of d.
geometrical object 2d is a type of geometrical object.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:great_circle rdfs:subClassOf :circle ;
    owl:disjointWith :small_circle .

","great circle is a type of circle.
great circle disjoint with small circle.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:helical rdfs:subClassOf :geometrical_object_2d .

",helical is a type of geometrical object 2d.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:hyperbola rdfs:subClassOf :conic,
        :conic_section .

","hyperbola is a type of conic.
hyperbola is a type of conic section.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:hyperplane rdfs:subClassOf :geometrical_object .

",hyperplane is a type of geometrical object.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:lattice rdfs:subClassOf :discrete,
        :discrete_function,
        :geometrical_object .

","lattice is a type of discrete.
lattice is a type of discrete function.
lattice is a type of geometrical object.",3,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:line rdfs:subClassOf :curve .

",line is a type of curve.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:parabola rdfs:subClassOf :conic,
        :conic_section .

","parabola is a type of conic.
parabola is a type of conic section.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:parabolic rdfs:subClassOf :geometrical_object_2d .

",parabolic is a type of geometrical object 2d.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:patch rdfs:subClassOf :surface .

",patch is a type of surface.,1,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:path rdfs:subClassOf :curve ;
    owl:equivalentClass :trajectory .

","path is same as trajectory.
path is a type of curve.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:peak rdfs:subClassOf :geometrical_object .

",peak is a type of geometrical object.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:plane rdfs:subClassOf :geometrical_object_2d,
        :surface .

","plane is a type of geometrical object 2d.
plane is a type of surface.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:point rdfs:subClassOf :geometrical_object,
        :geometrical_object_0d .

","point is a type of geometrical object.
point is a type of geometrical object 0d.",2,False
"@prefix owl: <http://www.w3.org/2002/07/owl#> .
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:polygon rdfs:subClassOf [ a owl:Restriction ;
            owl:allValuesFrom :point ;
            owl:onProperty :has_vertices ],
        :geometrical_object_2d .

","polygon is a type of geometrical object 2d.
polygon is a type of something that only has vertices point.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:rectangle rdfs:subClassOf :polygon .

",rectangle is a type of polygon.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:region rdfs:subClassOf :geometrical_object .

",region is a type of geometrical object.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:ridge rdfs:subClassOf :geometrical_object .

",ridge is a type of geometrical object.,1,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:route rdfs:subClassOf :path,
        :trajectory .

","route is a type of path.
route is a type of trajectory.",2,False
"@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .

:small_circle rdfs:subClassOf :circle .

",small circle is a type of circle.,1,False
